Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM 4.2,SSP1-Baseline,Latin American countries,Secondary Energy|Hydrogen,EJ/yr,0.0,0.041305497000000004,0.12481391500000001,0.23699793700000002,0.35635980500000003,0.416661452999998,0.464068385,0.492002879,0.494220222999998,0.463850272
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity,GW,1611.0993741434,1846.6167681723,2126.652536294189,2437.48361534734,2694.80757731165,2922.50617558041,3181.63635586345,3384.404814077269,3495.24713199843,3539.69483582677
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Biomass,GW,19.47607258371389,16.1243301306443,20.2954919774226,28.2932236967276,40.801643756342,50.04386863425921,61.2460421026763,65.7095566574708,65.85605046613401,61.3818400399543
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Coal,GW,463.145492453069,529.823627520928,530.434374524354,514.030731425989,523.849734826864,543.804213953894,579.319661775431,557.864757657915,553.789887430239,515.026409024607
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Gas,GW,347.871071156773,361.021044774226,387.854239377219,418.490289399416,469.740130026002,447.298413067605,412.649805301877,394.2965984271949,322.354550894216,268.467222158802
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Nuclear,GW,262.545182930266,235.49089576639,199.357334932916,143.475005355432,89.05351788432259,54.56662773408879,28.4841059600315,30.0551057345398,30.9767675038051,29.7255053131518
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Oil,GW,235.766717402334,34.3281769247844,22.3809015490233,22.5369401636225,20.9986487268518,15.3614358590183,16.6481613473491,16.4501869292238,11.9069243483638,10.7429849219939
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Solar,GW,17.180225159981,79.386483006141,119.107240283324,187.357009356406,303.261607946844,492.019556608789,713.154529929951,918.4478360488988,1075.24671550616,1204.94497682259
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Capacity|Electricity|Wind,GW,71.763282627866,378.56693021027,618.339143876978,877.757344539298,982.1262718999968,1038.31691908982,1073.98751294817,1098.77720764866,1134.86027650939,1156.09592338914
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4,Mt CH4/yr,63.763727695,65.13157725399999,68.567660316,69.660539559,70.61858893899999,72.765666755,71.62491206,68.453543657,63.298698488,61.510047073
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CH4|Energy,Mt CH4/yr,20.264424231,24.15897093,26.486530777,26.63126276,26.710956309,28.099225815,26.634731231,23.680428423,19.533630804,19.438677629
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2,Mt CO2/yr,10660.1038555798,11214.257338988,11435.1851271702,11819.9457603227,11992.7835703911,12530.908368176,12359.4840133145,11790.0338311323,11174.0653625223,10303.5147312596
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|AFOLU,Mt CO2/yr,-752.360736314001,-756.744936203667,-988.321942138666,-733.405970542667,-607.063604986667,-136.687118417667,-199.639634696333,-197.597672539667,-210.777258538,-263.488613663
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,11412.4645918938,11971.0022751917,12423.5070693089,12553.3517308654,12599.8471753777,12667.5954865937,12559.1236480109,11987.631503672,11384.8426210603,10567.0033449226
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,4108.33153626866,4423.29992802134,4424.80656929667,4277.481716002,4285.15418154633,4219.76955449867,4231.02640081,3933.839967354,3708.172450895,3350.405262017
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy,EJ/yr,148.892618636,156.909748666,164.122032972,170.360746001,174.128022768,177.420294511,179.573584154,179.502209696,176.779720658,172.108513355
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Electricity,EJ/yr,30.761297942,36.443406113,40.320810805,44.09680300300001,47.926055719,50.849461333,54.15528131399999,57.36515373,59.138105364,59.629578077
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Gases,EJ/yr,31.31376412900001,32.9683513,35.960804829,37.405824804,37.123856814,36.530214805,35.018067734,32.95062917,31.022773115,29.401037834
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Heat,EJ/yr,0.0808569,0.09966073700000001,0.11551267,0.12165002,0.11735329900000001,0.108228604,0.09615242700000001,0.082718658,0.069689547,0.057548031000000006
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Hydrogen,EJ/yr,0.0,0.15995779200000002,0.454040614,0.8135668030000001,1.213586284,1.492148545,1.764252739,1.965200377,2.116206783,2.155911019
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Industry,EJ/yr,52.432250823,56.069321843,59.661830467,62.341506907,64.291322164,65.855917401,67.00537055699999,67.592921471,67.404759056,66.610252245
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Liquids,EJ/yr,74.258112775,75.16342031800001,75.707902734,76.62199991899999,76.774817191,77.797975839,78.371165564,77.730331418,75.910467712,73.27159451899999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids,EJ/yr,12.47858689,12.074952406,11.56296132,11.300901452,10.972353461,10.642265385,10.168664376,9.408176343000001,8.522478137,7.592843875
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Biomass,EJ/yr,5.67934563,5.426164539,5.234778487,5.178745159,5.129477425,4.9949649360000015,4.902517892000001,4.657999154000001,4.337165499,3.954767148
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Solids|Coal,EJ/yr,6.799241260000001,6.648787867,6.328182833,6.122156293,5.842876036,5.647300448999999,5.266146484,4.750177189,4.185312638,3.638076727
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation,EJ/yr,50.412754033,51.26472710399999,51.786093584,53.041001207,53.627125027,54.96028065,56.405553873,57.207163869,57.195577523,56.64744943199999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Electricity,EJ/yr,0.336318302,0.42514878300000003,0.5839543650000001,0.762836603,0.9774748390000001,1.239245533,1.554197874,1.91649175,2.299565194,2.607717147
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Hydrogen,EJ/yr,0.0,0.035317699,0.166669548,0.320206353999999,0.491426867999998,0.6810007560000001,0.8820099280000001,1.069229577,1.22149083,1.314038369
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Final Energy|Transportation|Liquids,EJ/yr,49.972249395,49.760765798,48.66107392600001,48.262978697,47.253962285,47.08296942899999,47.072696642,46.590730501,45.512432774,44.116705777
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Population,million,1008.395,1066.706,1118.886,1164.807,1202.545,1231.149,1245.822,1243.736,1219.818,1177.267
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy,EJ/yr,188.1345698,201.942600872,216.520710635,226.616141437,232.955045842,239.071287877,240.161738118,236.617689333,230.456205625,221.411261331
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Biomass,EJ/yr,8.497049,10.319677,13.512808,16.612209,19.450766,23.115576,24.44154,24.865378,24.305018,23.272022
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Coal,EJ/yr,38.285448099999996,44.7751722,50.450837,52.41423,54.10720500000001,58.525693,60.05463100000001,57.47095,55.825376,51.868019
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Fossil,EJ/yr,166.24695251,173.5539639,181.5659902,185.175997,186.476798,186.07196,182.58464,174.118457,164.565294,153.499854
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Gas,EJ/yr,49.600793,53.574625,64.607388,71.396976,74.09895,73.81029000000002,67.58792,61.07756,54.02004,49.16629099999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Nuclear,EJ/yr,7.451662400000001,6.6837968,5.658239622999999,4.072164992,2.527552566,1.548731855,0.8084472890000001,0.8530360330000001,0.8791950059999991,0.8436811820000001
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Primary Energy|Oil,EJ/yr,78.36071141,75.2041667,66.5077652,61.364791,58.27064300000001,53.735977,54.942089,55.569947,54.719878,52.46554399999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity,EJ/yr,33.836154657,40.364795331,44.596285313,48.730217921,52.962395077,56.103030912,59.763393987,63.403507614,65.434710303,66.035296266
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass,EJ/yr,0.49135794,0.4067975,0.5120309080000001,0.713804082,1.02937651,1.262546753,1.545164147,1.6577732630000002,1.6614691259999992,1.548590165999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.49135794,0.4067975,0.5120309080000001,0.713804082,1.02937651,1.262546753,1.545164147,1.6577732630000002,1.6614691259999992,1.548590165999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal,EJ/yr,11.68602823,13.368066002,13.383259568,12.969084847,13.216477308,13.719693192,14.615539883,14.074258398,13.971454312,12.993498268
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,11.68602823,13.368066002,13.383259568,12.969084847,13.216477308,13.719693192,14.615539883,14.074258398,13.971454312,12.993498268
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas,EJ/yr,7.522676637000001,8.38521721,9.16474963,10.107393805,11.567082021000001,11.141309124,10.358508795,9.930505464,8.140615214,6.788204213999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,7.522676637000001,8.38521721,9.16474963,10.107393805,11.567082021000001,11.141309124,10.358508795,9.930505464,8.140615214,6.788204213999999
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Geothermal,EJ/yr,0.13238103,0.57751406,0.97003686,1.30500604,1.6612010700000002,1.933790084,2.17945274,2.21333258,2.014972546999999,1.772694676
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Hydro,EJ/yr,4.745641,4.7678449999999994,4.8044270000000004,4.889751,5.023826000000001,5.157903,5.291969,5.426038,5.560125,5.627164
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,5.93890629,11.385163199,15.783672812,20.755770445,24.499929276,28.335020022,32.327110829,36.78081829999999,40.706698619,43.795704149
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Nuclear,EJ/yr,7.451662400000001,6.6837968,5.658239622999999,4.072164992,2.527552566,1.548731855,0.8084472890000001,0.8530360330000001,0.8791950059999991,0.8436811820000001
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Oil,EJ/yr,0.74552316,0.13575462,0.09433277200000001,0.11199975000000001,0.121977396,0.095729966,0.108623044,0.107116155999999,0.075278026,0.065618287
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Solar,EJ/yr,0.11037097,0.667485007,1.039235060999999,1.8277738209999992,3.2579051740000002,5.526033005,8.598439389,12.16243909,15.237124232,18.166524953
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Electricity|Wind,EJ/yr,0.9505132900000001,5.372319132,8.969973891,12.733239584,14.556997032,15.717293933,16.2572497,16.97900863,17.89447684,18.22932052
GCAM 4.2,SSP1-Baseline,OECD90 and EU (and EU candidate) countries,Secondary Energy|Hydrogen,EJ/yr,0.0,0.15995786,0.454040946,0.8135666460000001,1.213585994,1.492148624,1.7642522230000002,1.965199818,2.116207884,2.155911486
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity,GW,4144.84828142649,4831.46674090088,6232.13604899305,7942.98140884935,9681.54427752771,11292.5677443505,12709.9142621813,13625.4771834013,13992.0694416554,13904.9201856535
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Biomass,GW,30.3345299816083,50.6469148750634,87.67879704940391,138.954788574962,195.459256167555,245.617703259767,294.177716458967,321.653743856228,323.630048079972,294.135118634259
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Coal,GW,1225.95827546296,1664.36083040018,1953.45145115899,2119.81384730942,2202.16080970954,2259.56860040906,2328.80194955765,2029.94371666508,1764.35733138318,1469.94719522926
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Gas,GW,841.210098776002,1157.5426730007,1436.9308602708,1688.7050985144,1879.90699365804,1750.599685153481,1581.63668229959,1433.24462745751,1209.79883905695,1041.32683902524
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Nuclear,GW,349.605290602627,316.279049657534,273.603256278539,207.228569218953,141.358913023564,101.501938349118,72.4362446445685,79.942441407351,83.2584443880715,79.555690498337
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Oil,GW,1085.21662861492,408.36590547311,401.99327019121,368.256555523846,292.474100472476,286.630320031076,255.640557141045,241.897592790779,219.779603825786,162.348426956494
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Solar,GW,18.7869999570383,192.582079348302,462.741457599916,1071.13052732273,2070.25158352284,3364.27628332095,4648.50064355404,5712.04631531504,6456.01685055402,6927.42327569963
GCAM 4.2,SSP1-Baseline,World,Capacity|Electricity|Wind,GW,92.8780660348868,464.649769857376,945.679612258178,1591.71711791079,2062.1452568898,2373.0461539986,2557.73946950839,2784.606526263469,2880.16050183917,2879.64900304414
GCAM 4.2,SSP1-Baseline,World,Emissions|CH4,Mt CH4/yr,368.28881619,364.530413233,395.476181127,414.67596388,415.077887455,406.324207229,394.100234895,370.838457156,344.733670008,312.78988389
GCAM 4.2,SSP1-Baseline,World,Emissions|CH4|Energy,Mt CH4/yr,134.80178808,129.685698728,151.872075927,163.803415331,157.556022444,148.646559998,141.283724795,126.032049009,111.312561066,95.795025323
GCAM 4.2,SSP1-Baseline,World,Emissions|CO2,Mt CO2/yr,35775.4316692504,36838.7822052857,41740.1844527582,46587.9307087096,48042.7821434253,49156.2938093803,48076.4964593343,44057.0571800055,39667.8823036371,34839.8462688793
GCAM 4.2,SSP1-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,3128.45158566967,-1722.08462494567,-2793.231836362,-1882.646977222,-2009.75086706167,-1217.36203127,-1351.54856852033,-1448.22223007733,-1598.64161580567,-1823.28451961333
GCAM 4.2,SSP1-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,32646.9800835808,38560.8668302314,44533.4162891202,48470.5776859316,50052.533010487,50373.6558406503,49428.0450278546,45505.2794100828,41266.5239194428,36663.1307884926
GCAM 4.2,SSP1-Baseline,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11668.8311449343,14602.549713389,16786.6305188817,17877.1103877557,18180.526953193,17785.0518816373,17393.5663429147,14787.4166258317,12472.0168052847,10233.461483157
GCAM 4.2,SSP1-Baseline,World,Final Energy,EJ/yr,393.851451709,450.960846319,512.801986071,569.048597418,607.561136334,632.17710256,643.695409494,640.343938778,624.211932886,598.6353491369999
GCAM 4.2,SSP1-Baseline,World,Final Energy|Electricity,EJ/yr,65.715268115,88.25333827899998,111.1758838,136.073420417,159.985718579,178.531233701,194.608608439,205.021123614,209.828017622,209.066558345
GCAM 4.2,SSP1-Baseline,World,Final Energy|Gases,EJ/yr,63.538011354,74.09627669300001,87.79771021200001,97.666741918,101.418761353,101.788132097,99.298014292,95.076126381,90.568079592,86.617614073
GCAM 4.2,SSP1-Baseline,World,Final Energy|Heat,EJ/yr,9.7270965,10.242321937,10.52663337,10.15374082,9.222752769,8.093323724,6.848240287,5.700193228,4.601664957,3.598085491
GCAM 4.2,SSP1-Baseline,World,Final Energy|Hydrogen,EJ/yr,0.0,0.326560246999999,0.962979479,1.849534365999999,2.922706269,3.630435817,4.266178257,4.695005798,4.942702294,4.890409367
GCAM 4.2,SSP1-Baseline,World,Final Energy|Industry,EJ/yr,174.628985141,205.837123919,233.553241518,255.212626377,267.398804757,270.976269228,268.769843772,261.97310212,251.851878525,239.504255974
GCAM 4.2,SSP1-Baseline,World,Final Energy|Liquids,EJ/yr,157.829035566,180.91683644,207.851102597,232.855786589,250.170994866,264.058176838,271.211879621,271.109900251,264.389888259,252.892401736
GCAM 4.2,SSP1-Baseline,World,Final Energy|Solids,EJ/yr,97.042040174,97.125512723,94.487676613,90.449373308,83.840202498,76.075800383,67.46248859800001,58.741589506,49.881580162,41.570280125
GCAM 4.2,SSP1-Baseline,World,Final Energy|Solids|Biomass,EJ/yr,47.07149658100001,41.38448933,37.610640973,34.432190188,31.653902115,28.655449602,26.181295119,23.501032079,20.652766201,17.86727694
GCAM 4.2,SSP1-Baseline,World,Final Energy|Solids|Coal,EJ/yr,49.970543593,55.741023393,56.87703564,56.01718312,52.186300383,47.420350781,41.281193479,35.240557427,29.228813961,23.703003185
GCAM 4.2,SSP1-Baseline,World,Final Energy|Transportation,EJ/yr,98.44806188,109.863765469,123.960024657,139.09131635,150.838087414,162.567825781,172.619341725,179.249471476,182.386871536,182.44201033
GCAM 4.2,SSP1-Baseline,World,Final Energy|Transportation|Electricity,EJ/yr,0.881554405,1.190045473,1.565359165,1.9772896110000002,2.426884015,2.9226257120000003,3.477051547,4.076954576999999,4.703235472,5.201843844
GCAM 4.2,SSP1-Baseline,World,Final Energy|Transportation|Hydrogen,EJ/yr,0.0,0.052888951000000003,0.264762963,0.5391966770000001,0.86197214,1.231223389,1.613117858,1.968649353,2.253734659,2.418530226999999
GCAM 4.2,SSP1-Baseline,World,Final Energy|Transportation|Liquids,EJ/yr,96.434289169,105.650394565,115.703943664,125.618349528,131.780309491,138.377694902,143.77413805,146.468496598,146.255628295,143.620803263
GCAM 4.2,SSP1-Baseline,World,GDP|PPP,billion US$2010/yr,73630.72577,110692.398,167404.9552,239178.2735,312771.0355,384415.1987,454847.9632,518366.9998,574639.1383,621026.333
GCAM 4.2,SSP1-Baseline,World,Population,million,6895.882,7545.107,8026.539000000002,8348.692,8486.018,8443.981,8247.938,7914.951999999997,7457.846,6906.14
GCAM 4.2,SSP1-Baseline,World,Primary Energy,EJ/yr,508.622863442,600.31889519,706.991858734,793.3942674739999,847.4359359389999,880.140620404,886.753763195,861.6068605989999,823.735440388,775.414558926
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Biomass,EJ/yr,51.530069752,55.508445823,65.07218967899999,75.074835034,83.833666238,93.59323865100001,97.621258485,99.271215812,97.89342673,94.53561399
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Coal,EJ/yr,143.25977845,184.6534059,224.231762,245.355968,251.918909,259.972721,256.987963,228.682162,202.089625,173.526734
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Fossil,EJ/yr,433.18341434,513.0759379,599.3355912000002,659.8107482,687.2352983,690.610009,675.1980070000002,626.877337,573.1012059999998,516.7067450000002
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Gas,EJ/yr,113.8447956,144.966954,194.814839,231.856303,249.347548,246.87438,226.976837,203.51012,179.731581,162.286568
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Nuclear,EJ/yr,9.9226372,8.976757865,7.765517061000001,5.881644144,4.012105213,2.880868615,2.05591447,2.268958349,2.363074472,2.25798143
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Oil,EJ/yr,176.07884029,183.455578,180.2889902,182.5984772,185.9688413,183.762908,191.233207,194.685055,191.28,180.893443
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity,EJ/yr,78.38901522081,104.389480975,130.641422757,158.653775304,184.911806428,204.55168991,221.548560998,232.67797936,237.584810542,236.197851424
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.7892471820000001,1.296550323,2.227413095,3.515997762,4.9366460100000005,6.198947789,7.421750772999999,8.114937973,8.164797757,7.420676081
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.7892471820000001,1.296550323,2.227413095,3.515997762,4.9366460100000005,6.198947789,7.421750772999999,8.114937973,8.164797757,7.420676081
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Coal,EJ/yr,31.86561027,42.814227786000004,49.967279791,53.94793751100001,55.80910943399999,57.117383735,58.752878625,51.213044039,44.51261824199999,37.085003799
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,31.86561027,42.814227786000004,49.967279791,53.94793751100001,55.80910943399999,57.117383735,58.752878625,51.213044039,44.51261824199999,37.085003799
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Gas,EJ/yr,18.35919912881,26.902824361,34.023884235,40.757376625,46.073405213,43.43448969600001,39.680369449,36.203375577,30.686975777,26.455430567
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,18.35919912881,26.902824361,34.023884235,40.757376625,46.073405213,43.43448969600001,39.680369449,36.203375577,30.686975777,26.455430567
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Geothermal,EJ/yr,0.2451255,1.5381706990000001,3.239999025,4.49308783,5.282141651,5.892771427,6.153085227999999,6.199120831,5.785107581,5.0483844389999994
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Hydro,EJ/yr,12.3909307,13.0198439,13.6647437,14.6095264,15.8542282,17.0989167,18.3436002,19.5883008,20.8329875,21.4553438
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,13.98674255,22.757753792,34.818560794,52.627040097,72.354866188,93.056504138,111.87858324,133.189349438,150.377733186,161.914218506
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Nuclear,EJ/yr,9.9226372,8.976757865,7.765517061000001,5.881644144,4.012105213,2.880868615,2.05591447,2.268958349,2.363074472,2.25798143
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Oil,EJ/yr,3.46557889,1.641366848,1.838767781,1.923779165,1.7256743700000001,1.8634959370000002,1.759064441,1.688313984,1.479611108,1.064541041
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Solar,EJ/yr,0.12050522,1.6058005709999992,4.195259173,10.434085737,20.653544311,34.143351925,48.664679295,64.372405615,78.345267312,90.00418478700001
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Wind,EJ/yr,1.23018113,6.593938622,13.718558896,23.09034013,30.564952026,35.921464086,38.717218517,43.02952219199999,45.414370793,45.40630548
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Hydrogen,EJ/yr,0.0,0.326558428,0.9629816640000001,1.849533756,2.92270368,3.630437938,4.266177497,4.695004541,4.942704808,4.890408848
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity,GW,1207.62010431012,1788.69788986865,2556.36807329766,3264.09031673078,3924.17163346062,4426.07086177322,4875.99734623959,5217.16116656052,5405.97679039293,5491.91347924019
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Biomass,GW,3.32077189561137,14.4562424689244,33.1385488806443,55.41853429414,78.0493489979706,96.3685483653603,117.135806102549,144.688764309044,165.238905496892,177.854902333841
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Coal,GW,643.797682410579,1050.36966752283,1394.98036224474,1622.8952955749,1788.33396047374,1887.11266893392,1973.63776041667,1824.23345779427,1686.01879677194,1578.75221056887
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Gas,GW,155.245738203957,264.627722444191,385.293266901319,487.369370417934,565.775299498986,556.234370830163,514.312203687848,502.521557632547,491.019231180238,503.5814326008371
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Nuclear,GW,37.580035514967,75.2520688877614,164.862607460962,283.244037149783,400.591064885281,484.4551369863009,562.110998012853,699.7847747195441,768.1612858672978,787.395634266306
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Oil,GW,196.573617453069,105.589244910578,124.002785744863,116.849936818239,99.4411513429097,98.7558873192542,103.162204425101,129.173425529553,149.024955844115,161.653023885401
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Solar,GW,1.143816590563159,47.9599170536298,127.753543025578,275.167260443787,494.197321064222,778.260875099262,1060.04172257141,1271.65769689888,1421.13962193906,1505.48287991807
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Capacity|Electricity|Wind,GW,18.0612255683603,57.38028919330301,135.881643408224,214.671885409084,267.173582842169,273.628184654046,275.173016090077,354.934320608,415.892984525622,458.377712201928
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Emissions|CH4,Mt CH4/yr,164.683437529,163.101469652,185.09757042,205.616260431,219.780599326,228.692476857,233.162493828,231.221117694,226.164216512,208.806304062
GCAM 4.2,SSP2-Baseline,Asian countries except Japan,Emissions|CH4|Energy,Mt CH4/yr,58.966633658,45.474018186,53.473869292,60.86581299100001,62.34887634899999,65.94095003300001,68.889076952,69.454794042,68.232915362,57.199759502
